YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION (Megawatthours)"
2018,1,AK,Total Electric Power Industry,Total,"598,852"
2018,1,AK,Total Electric Power Industry,Coal,"49,588"
2018,1,AK,Total Electric Power Industry,Hydroelectric Conventional,"150,884"
2018,1,AK,Total Electric Power Industry,Natural Gas,"295,051"
2018,1,AK,Total Electric Power Industry,Other,-253
2018,1,AK,Total Electric Power Industry,Petroleum,"84,529"
2018,1,AK,Total Electric Power Industry,Other Biomass,"4,165"
2018,1,AK,Total Electric Power Industry,Wind,"14,888"
2018,1,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2018,1,AK,"Combined Heat and Power, Industrial Power",Total,"7,434"
2018,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"3,155"
2018,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,"4,041"
2018,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,238
2018,1,AK,"Combined Heat and Power, Commercial Power",Total,"30,684"
2018,1,AK,"Combined Heat and Power, Commercial Power",Coal,"9,534"
2018,1,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"15,922"
2018,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,49
2018,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,"1,251"
2018,1,AK,"Combined Heat and Power, Commercial Power",Other Biomass,"3,927"
2018,1,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2018,1,AK,"Combined Heat and Power, Electric Power",Total,"13,745"
2018,1,AK,"Combined Heat and Power, Electric Power",Coal,"13,745"
2018,1,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2018,1,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2018,1,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2018,1,AK,"Electric Generators, Independent Power Producers",Total,"5,410"
2018,1,AK,"Electric Generators, Independent Power Producers",Wind,"5,410"
2018,1,AK,"Electric Generators, Electric Utilities",Total,"541,579"
2018,1,AK,"Electric Generators, Electric Utilities",Coal,"26,309"
2018,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"134,961"
2018,1,AK,"Electric Generators, Electric Utilities",Natural Gas,"291,847"
2018,1,AK,"Electric Generators, Electric Utilities",Other,-253
2018,1,AK,"Electric Generators, Electric Utilities",Petroleum,"79,237"
2018,1,AK,"Electric Generators, Electric Utilities",Wind,"9,478"
2018,1,AL,Total Electric Power Industry,Total,"13,582,309"
2018,1,AL,Total Electric Power Industry,Coal,"3,768,545"
2018,1,AL,Total Electric Power Industry,Hydroelectric Conventional,"889,122"
